"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"232"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	2	3	3	"PHD+"	"PHD+"	"BA_2"	"Management"	"No_experience"	"20k-100k"	1995	"female"	20	"EBMF"	"EBMF"	0	0
"233"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	5	2	2	"vocational"	"high_school"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1992	"male"	23	"EBMF"	"EBMF"	0	0
"234"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	4	4	1	"high_school"	"high_school"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"235"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	5	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"236"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"237"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	6	3	2	"vocational"	"high_school"	"BA_2"	"Management"	"1_year+"	">100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"238"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	5	3	3	"vocational"	"vocational"	"BA_3"	"Art"	"1_year+"	"<1k"	1992	"female"	23	"Art"	"SSHA"	0	0
"239"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	8	3	3	"higher_edu"	"high_school"	"BA_3"	"Art"	"No_experience"	">100k"	1991	"male"	24	"Art"	"SSHA"	0	0
"240"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	5	2	2	"higher_edu"	"high_school"	"BA_3"	"Art"	"No_experience"	"<1k-5k"	1993	"female"	22	"Art"	"SSHA"	0	0
"241"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Art"	"No_experience"	"20k-100k"	1992	"female"	23	"Art"	"SSHA"	0	0
"243"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	3	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Art"	"1_year+"	"20k-100k"	1990	"female"	25	"Art"	"SSHA"	0	0
"244"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	5	3	2	NA	"high_school"	"BA_2"	"Art"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"Art"	"SSHA"	0	0
"245"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	9	3	3	"high_school"	"higher_edu"	"BA_3"	"Art"	"No_experience"	"20k-100k"	1991	"female"	24	"Art"	"SSHA"	0	0
"246"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	3	3	"PHD+"	"higher_edu"	"BA_3"	"Math/CS"	"Up_to_1_year"	">100k"	1992	"male"	23	"STEM"	"STEM"	0	0
"247"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	3	4	3	"vocational"	"high_school"	"BA_3"	"Math/CS"	"1_year+"	">100k"	1991	"male"	24	"STEM"	"STEM"	0	0
"248"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	2	4	2	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"1_year+"	">100k"	1991	"male"	24	"STEM"	"STEM"	0	0
"249"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	3	4	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"female"	22	"STEM"	"STEM"	0	0
"250"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	7	2	2	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"1_year+"	"5k-20k"	1991	"male"	24	"STEM"	"STEM"	0	0
"251"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	6	2	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"No_experience"	">100k"	1991	"male"	24	"STEM"	"STEM"	0	0
"252"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	2	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"male"	22	"STEM"	"STEM"	0	0
"253"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	1	1	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	0	NA	1	NA	NA	0	1	NA	1	NA	NA	NA	NA	NA	NA	5	4	2	"vocational"	"vocational"	"BA_3"	"Math/CS"	"Up_to_1_year"	"<1k-5k"	1990	"male"	25	"STEM"	"STEM"	1	0
"254"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	3	3	2	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"1_year+"	"20k-100k"	1992	"male"	23	"STEM"	"STEM"	0	0
"255"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"No_experience"	"5k-20k"	1992	"male"	23	"STEM"	"STEM"	0	0
"256"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"1_year+"	"5k-20k"	1991	"male"	24	"STEM"	"STEM"	0	0
"257"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	2	3	3	"vocational"	"vocational"	"BA_3"	"Math/CS"	"1_year+"	">100k"	1992	"male"	23	"STEM"	"STEM"	0	0
"258"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	4	3	"vocational"	"PHD+"	"BA_3"	"Math/CS"	"1_year+"	"20k-100k"	1992	"male"	23	"STEM"	"STEM"	0	0
"259"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	5	3	2	NA	NA	"BA_2"	"Math/CS"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"260"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"1_year+"	"5k-20k"	1991	"male"	24	"STEM"	"STEM"	0	0
"261"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	4	4	3	"high_school"	"high_school"	"BA_2"	"Management"	"No_experience"	"20k-100k"	1992	"female"	23	"EBMF"	"EBMF"	0	0
"262"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Diplomacy"	"Up_to_1_year"	">100k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"263"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	1	2	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"Up_to_1_year"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"264"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	2	3	2	"high_school"	"higher_edu"	"BA_2"	"Law"	"1_year+"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"265"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	4	3	4	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"266"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	4	3	3	"high_school"	"high_school"	"BA_1"	"Bussiness"	"1_year+"	"20k-100k"	1995	"male"	20	"EBMF"	"EBMF"	0	0
"267"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Bussiness"	"Up_to_1_year"	"5k-20k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"268"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	4	3	2	"vocational"	"high_school"	"BA_2"	"Law"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"269"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	8	4	1	"high_school"	"high_school"	"BA_2"	"Law"	"1_year+"	"5k-20k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"270"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	0	1	NA	0	0	0	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	0	1	0	0	NA	NA	NA	1	NA	1	1	1	2	4	3	"vocational"	"vocational"	"BA_1"	"Bussiness"	"Up_to_1_year"	"<1k"	1994	"male"	21	"EBMF"	"EBMF"	1	0
"271"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	0	1	NA	1	NA	0	0	1	NA	1	1	NA	NA	NA	1	1	1	0	0	1	0	1	1	1	1	NA	NA	1	NA	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"female"	22	"STEM"	"STEM"	1	0
"272"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_1"	"Econometrics"	NA	">100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"273"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	2	4	1	"higher_edu"	"higher_edu"	NA	"Art"	NA	NA	NA	NA	NA	"Art"	"SSHA"	0	0
"274"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	5	2	2	"higher_edu"	"high_school"	"BA_1"	"Bussiness"	"Up_to_1_year"	"20k-100k"	1995	"female"	20	"EBMF"	"EBMF"	0	0
"275"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	5	3	3	"high_school"	"high_school"	"BA_1"	"Bussiness"	"Up_to_1_year"	"20k-100k"	1995	"female"	20	"EBMF"	"EBMF"	0	0
"276"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	NA	1	NA	0	0	1	0	1	0	NA	1	1	NA	NA	NA	1	1	0	NA	0	0	1	NA	1	1	NA	1	1	1	5	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1990	"female"	25	"EBMF"	"EBMF"	1	0
"277"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	3	3	3	"high_school"	"high_school"	"BA_2"	"Math/CS"	NA	">100k"	1993	"female"	22	"STEM"	"STEM"	0	0
"278"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	NA	">100k"	NA	"male"	NA	"STEM"	"STEM"	0	0
